year,question_code,score,fundament,score_source,subcomponent
1998,dab_med_fore,0,Sem instituição,Giuberti (2012),1
1999,dab_med_fore,0,Sem instituição,Giuberti (2012),1
2000,dab_med_fore,0,Sem instituição,Giuberti (2012),1
2001,dab_med_fore,0,Sem instituição,Giuberti (2012),1
2002,dab_med_fore,0,Sem instituição,Giuberti (2012),1
2003,dab_med_fore,0,Sem instituição,Giuberti (2012),1
2004,dab_med_fore,0,Sem instituição,Giuberti (2012),1
2005,dab_med_fore,0,Sem instituição,Giuberti (2012),1
2006,dab_med_fore,0,Sem instituição,Giuberti (2012),1
2007,dab_med_fore,0,Sem instituição,Giuberti (2012),1
2008,dab_med_fore,0,Sem instituição,Giuberti (2012),1
2009,dab_med_fore,0,Sem instituição,Giuberti (2012),1
2010,dab_med_fore,0,Sem instituição,Giuberti (2012),1
2011,dab_med_fore,0,Sem instituição,Own,1
2012,dab_med_fore,0,Sem instituição,Own,1
2013,dab_med_fore,0,Sem instituição,Own,1
2014,dab_med_fore,0,Sem instituição,Own,1
2015,dab_med_fore,0,Sem instituição,Own,1
2016,dab_med_fore,0,Sem instituição,Own,1
2017,dab_med_fore,0,Sem instituição,Own,1
2018,dab_med_fore,0,Sem instituição,Own,1
2019,dab_med_fore,0,Sem instituição,Own,1
2020,dab_med_fore,0,Sem instituição,Own,1
2021,dab_med_fore,0,Sem instituição,Own,1
2022,dab_med_fore,0,Sem instituição,Own,1
2023,dab_med_fore,0,Sem instituição,Own,1
1990,dab_pol_fore,0,Sem instituição,Giuberti (2012),1
1991,dab_pol_fore,0,Sem instituição,Giuberti (2012),1
1992,dab_pol_fore,0,Sem instituição,Giuberti (2012),1
1993,dab_pol_fore,0,Sem instituição,Giuberti (2012),1
1994,dab_pol_fore,0,Sem instituição,Giuberti (2012),1
1995,dab_pol_fore,0,Sem instituição,Giuberti (2012),1
1996,dab_pol_fore,0,Sem instituição,Giuberti (2012),1
1997,dab_pol_fore,0,Sem instituição,Giuberti (2012),1
1998,dab_pol_fore,0,Sem instituição,Giuberti (2012),1
1999,dab_pol_fore,0,Sem instituição,Giuberti (2012),1
2000,dab_pol_fore,0,Sem instituição,Giuberti (2012),1
2001,dab_pol_fore,0,Sem instituição,Giuberti (2012),1
2002,dab_pol_fore,0,Sem instituição,Giuberti (2012),1
2003,dab_pol_fore,0,Sem instituição,Giuberti (2012),1
2004,dab_pol_fore,0,Sem instituição,Giuberti (2012),1
2005,dab_pol_fore,0,Sem instituição,Giuberti (2012),1
2006,dab_pol_fore,0,Sem instituição,Giuberti (2012),1
2007,dab_pol_fore,0,Sem instituição,Giuberti (2012),1
2008,dab_pol_fore,0,Sem instituição,Giuberti (2012),1
2009,dab_pol_fore,0,Sem instituição,Giuberti (2012),1
2010,dab_pol_fore,0,Sem instituição,Giuberti (2012),1
2011,dab_pol_fore,0,Sem instituição,Own,1
2012,dab_pol_fore,0,Sem instituição,Own,1
2013,dab_pol_fore,0,Sem instituição,Own,1
2014,dab_pol_fore,0,Sem instituição,Own,1
2015,dab_pol_fore,0,Sem instituição,Own,1
2016,dab_pol_fore,0,Sem instituição,Own,1
2017,dab_pol_fore,0,Sem instituição,Own,1
2018,dab_pol_fore,0,Sem instituição,Own,1
2019,dab_pol_fore,0,Sem instituição,Own,1
2020,dab_pol_fore,0,Sem instituição,Own,1
2021,dab_pol_fore,0,Sem instituição,Own,1
2022,dab_pol_fore,0,Sem instituição,Own,1
2023,dab_pol_fore,0,Sem instituição,Own,1
1990,dab_dual_bud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
1991,dab_dual_bud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
1992,dab_dual_bud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
1993,dab_dual_bud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
1994,dab_dual_bud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
1995,dab_dual_bud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
1996,dab_dual_bud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
1997,dab_dual_bud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
1998,dab_dual_bud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
1999,dab_dual_bud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
2000,dab_dual_bud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
2001,dab_dual_bud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
2002,dab_dual_bud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
2003,dab_dual_bud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
2004,dab_dual_bud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
2005,dab_dual_bud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
2006,dab_dual_bud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
2007,dab_dual_bud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
2008,dab_dual_bud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
2009,dab_dual_bud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
2010,dab_dual_bud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
2011,dab_dual_bud,4,"Art. 165, §5º, da CF",Own,0
2012,dab_dual_bud,4,"Art. 165, §5º, da CF",Own,0
2013,dab_dual_bud,4,"Art. 165, §5º, da CF",Own,0
2014,dab_dual_bud,4,"Art. 165, §5º, da CF",Own,0
2015,dab_dual_bud,4,"Art. 165, §5º, da CF",Own,0
2016,dab_dual_bud,4,"Art. 165, §5º, da CF",Own,0
2017,dab_dual_bud,4,"Art. 165, §5º, da CF",Own,0
2018,dab_dual_bud,4,"Art. 165, §5º, da CF",Own,0
2019,dab_dual_bud,4,"Art. 165, §5º, da CF",Own,0
2020,dab_dual_bud,4,"Art. 165, §5º, da CF",Own,0
2021,dab_dual_bud,4,"Art. 165, §5º, da CF",Own,0
2022,dab_dual_bud,4,"Art. 165, §5º, da CF",Own,0
2023,dab_dual_bud,4,"Art. 165, §5º, da CF",Own,0
1990,dab_sc_extbud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
1991,dab_sc_extbud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
1992,dab_sc_extbud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
1993,dab_sc_extbud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
1994,dab_sc_extbud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
1995,dab_sc_extbud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
1996,dab_sc_extbud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
1997,dab_sc_extbud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
1998,dab_sc_extbud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
1999,dab_sc_extbud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
2000,dab_sc_extbud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
2001,dab_sc_extbud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
2002,dab_sc_extbud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
2003,dab_sc_extbud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
2004,dab_sc_extbud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
2005,dab_sc_extbud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
2006,dab_sc_extbud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
2007,dab_sc_extbud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
2008,dab_sc_extbud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
2009,dab_sc_extbud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
2010,dab_sc_extbud,4,"Art. 165, §5º, da CF",Giuberti (2012),0
2011,dab_sc_extbud,4,"Art. 165, §5º, da CF",Own,0
2012,dab_sc_extbud,4,"Art. 165, §5º, da CF",Own,0
2013,dab_sc_extbud,4,"Art. 165, §5º, da CF",Own,0
2014,dab_sc_extbud,4,"Art. 165, §5º, da CF",Own,0
2015,dab_sc_extbud,4,"Art. 165, §5º, da CF",Own,0
2016,dab_sc_extbud,4,"Art. 165, §5º, da CF",Own,0
2017,dab_sc_extbud,4,"Art. 165, §5º, da CF",Own,0
2018,dab_sc_extbud,4,"Art. 165, §5º, da CF",Own,0
2019,dab_sc_extbud,4,"Art. 165, §5º, da CF",Own,0
2020,dab_sc_extbud,4,"Art. 165, §5º, da CF",Own,0
2021,dab_sc_extbud,4,"Art. 165, §5º, da CF",Own,0
2022,dab_sc_extbud,4,"Art. 165, §5º, da CF",Own,0
2023,dab_sc_extbud,4,"Art. 165, §5º, da CF",Own,0
1990,dab_info_extint,4,Prática informal,Giuberti (2012),0
1991,dab_info_extint,4,Prática informal,Giuberti (2012),0
1992,dab_info_extint,4,Prática informal,Giuberti (2012),0
1993,dab_info_extint,4,Prática informal,Giuberti (2012),0
1994,dab_info_extint,4,Prática informal,Giuberti (2012),0
1995,dab_info_extint,4,Prática informal,Giuberti (2012),0
1996,dab_info_extint,4,Prática informal,Giuberti (2012),0
1997,dab_info_extint,4,Prática informal,Giuberti (2012),0
1998,dab_info_extint,4,Prática informal,Giuberti (2012),0
1999,dab_info_extint,4,Prática informal,Giuberti (2012),0
2000,dab_info_extint,4,Prática informal,Giuberti (2012),0
2001,dab_info_extint,4,"Art. 4º, §4º, da LRF",Giuberti (2012),0
2002,dab_info_extint,4,"Art. 4º, §4º, da LRF",Giuberti (2012),0
2003,dab_info_extint,4,"Art. 4º, §4º, da LRF",Giuberti (2012),0
2004,dab_info_extint,4,"Art. 4º, §4º, da LRF",Giuberti (2012),0
2005,dab_info_extint,4,"Art. 4º, §4º, da LRF",Giuberti (2012),0
2006,dab_info_extint,4,"Art. 4º, §4º, da LRF",Giuberti (2012),0
2007,dab_info_extint,4,"Art. 4º, §4º, da LRF",Giuberti (2012),0
2008,dab_info_extint,4,"Art. 4º, §4º, da LRF",Giuberti (2012),0
2009,dab_info_extint,4,"Art. 4º, §4º, da LRF",Giuberti (2012),0
2010,dab_info_extint,4,"Art. 4º, §4º, da LRF",Giuberti (2012),0
2011,dab_info_extint,4,"Art. 4º, §4º, da LRF",Own,0
2012,dab_info_extint,4,"Art. 4º, §4º, da LRF",Own,0
2013,dab_info_extint,4,"Art. 4º, §4º, da LRF",Own,0
2014,dab_info_extint,4,"Art. 4º, §4º, da LRF",Own,0
2015,dab_info_extint,4,"Art. 4º, §4º, da LRF",Own,0
2016,dab_info_extint,4,"Art. 4º, §4º, da LRF",Own,0
2017,dab_info_extint,4,"Art. 4º, §4º, da LRF",Own,0
2018,dab_info_extint,4,"Art. 4º, §4º, da LRF",Own,0
2019,dab_info_extint,4,"Art. 4º, §4º, da LRF",Own,0
2020,dab_info_extint,4,"Art. 4º, §4º, da LRF",Own,0
2021,dab_info_extint,4,"Art. 4º, §4º, da LRF",Own,0
2022,dab_info_extint,4,"Art. 4º, §4º, da LRF",Own,0
2023,dab_info_extint,4,"Art. 4º, §4º, da LRF",Own,0
1990,dab_info_don,2,"Adaptação metodológica de Giuberti (2012, p. 186)",Giuberti (2012),0
1991,dab_info_don,2,"Adaptação metodológica de Giuberti (2012, p. 186)",Giuberti (2012),0
1992,dab_info_don,2,"Adaptação metodológica de Giuberti (2012, p. 186)",Giuberti (2012),0
1993,dab_info_don,2,"Adaptação metodológica de Giuberti (2012, p. 186)",Giuberti (2012),0
1994,dab_info_don,2,"Adaptação metodológica de Giuberti (2012, p. 186)",Giuberti (2012),0
1995,dab_info_don,2,"Adaptação metodológica de Giuberti (2012, p. 186)",Giuberti (2012),0
1996,dab_info_don,2,"Adaptação metodológica de Giuberti (2012, p. 186)",Giuberti (2012),0
1997,dab_info_don,2,"Adaptação metodológica de Giuberti (2012, p. 186)",Giuberti (2012),0
1998,dab_info_don,2,"Adaptação metodológica de Giuberti (2012, p. 186)",Giuberti (2012),0
1999,dab_info_don,2,"Adaptação metodológica de Giuberti (2012, p. 186)",Giuberti (2012),0
2000,dab_info_don,2,"Adaptação metodológica de Giuberti (2012, p. 186)",Giuberti (2012),0
2001,dab_info_don,2,"Adaptação metodológica de Giuberti (2012, p. 186)",Giuberti (2012),0
2002,dab_info_don,2,"Adaptação metodológica de Giuberti (2012, p. 186)",Giuberti (2012),0
2003,dab_info_don,2,"Adaptação metodológica de Giuberti (2012, p. 186)",Giuberti (2012),0
2004,dab_info_don,2,"Adaptação metodológica de Giuberti (2012, p. 186)",Giuberti (2012),0
2005,dab_info_don,2,"Adaptação metodológica de Giuberti (2012, p. 186)",Giuberti (2012),0
2006,dab_info_don,2,"Adaptação metodológica de Giuberti (2012, p. 186)",Giuberti (2012),0
2007,dab_info_don,2,"Adaptação metodológica de Giuberti (2012, p. 186)",Giuberti (2012),0
2008,dab_info_don,2,"Adaptação metodológica de Giuberti (2012, p. 186)",Giuberti (2012),0
2009,dab_info_don,2,"Adaptação metodológica de Giuberti (2012, p. 186)",Giuberti (2012),0
2010,dab_info_don,2,"Adaptação metodológica de Giuberti (2012, p. 186)",Giuberti (2012),0
2011,dab_info_don,2,"Adaptação metodológica de Giuberti (2012, p. 186)",Own,0
2012,dab_info_don,2,"Adaptação metodológica de Giuberti (2012, p. 186)",Own,0
2013,dab_info_don,2,"Adaptação metodológica de Giuberti (2012, p. 186)",Own,0
2014,dab_info_don,2,"Adaptação metodológica de Giuberti (2012, p. 186)",Own,0
2015,dab_info_don,2,"Adaptação metodológica de Giuberti (2012, p. 186)",Own,0
2016,dab_info_don,2,"Adaptação metodológica de Giuberti (2012, p. 186)",Own,0
2017,dab_info_don,2,"Adaptação metodológica de Giuberti (2012, p. 186)",Own,0
2018,dab_info_don,2,"Adaptação metodológica de Giuberti (2012, p. 186)",Own,0
2019,dab_info_don,2,"Adaptação metodológica de Giuberti (2012, p. 186)",Own,0
2020,dab_info_don,2,"Adaptação metodológica de Giuberti (2012, p. 186)",Own,0
2021,dab_info_don,2,"Adaptação metodológica de Giuberti (2012, p. 186)",Own,0
2022,dab_info_don,2,"Adaptação metodológica de Giuberti (2012, p. 186)",Own,0
2023,dab_info_don,2,"Adaptação metodológica de Giuberti (2012, p. 186)",Own,0
1990,dab_info_risk,0,Sem instituição,Giuberti (2012),0
1991,dab_info_risk,0,Sem instituição,Giuberti (2012),0
1992,dab_info_risk,0,Sem instituição,Giuberti (2012),0
1993,dab_info_risk,0,Sem instituição,Giuberti (2012),0
1994,dab_info_risk,0,Sem instituição,Giuberti (2012),0
1995,dab_info_risk,0,Sem instituição,Giuberti (2012),0
1996,dab_info_risk,0,Sem instituição,Giuberti (2012),0
1997,dab_info_risk,0,Sem instituição,Giuberti (2012),0
1998,dab_info_risk,0,Sem instituição,Giuberti (2012),0
1999,dab_info_risk,0,Sem instituição,Giuberti (2012),0
2000,dab_info_risk,0,Sem instituição,Own,0
2001,dab_info_risk,4,"Art. 4º, §3º, da LRF",Giuberti (2012),0
2002,dab_info_risk,4,"Art. 4º, §3º, da LRF",Giuberti (2012),0
2003,dab_info_risk,4,"Art. 4º, §3º, da LRF",Giuberti (2012),0
2004,dab_info_risk,4,"Art. 4º, §3º, da LRF",Giuberti (2012),0
2005,dab_info_risk,4,"Art. 4º, §3º, da LRF",Giuberti (2012),0
2006,dab_info_risk,4,"Art. 4º, §3º, da LRF",Giuberti (2012),0
2007,dab_info_risk,4,"Art. 4º, §3º, da LRF",Giuberti (2012),0
2008,dab_info_risk,4,"Art. 4º, §3º, da LRF",Giuberti (2012),0
2009,dab_info_risk,4,"Art. 4º, §3º, da LRF",Giuberti (2012),0
2010,dab_info_risk,4,"Art. 4º, §3º, da LRF",Giuberti (2012),0
2011,dab_info_risk,4,"Art. 4º, §3º, da LRF",Own,0
2012,dab_info_risk,4,"Art. 4º, §3º, da LRF",Own,0
2013,dab_info_risk,4,"Art. 4º, §3º, da LRF",Own,0
2014,dab_info_risk,4,"Art. 4º, §3º, da LRF",Own,0
2015,dab_info_risk,4,"Art. 4º, §3º, da LRF",Own,0
2016,dab_info_risk,4,"Art. 4º, §3º, da LRF",Own,0
2017,dab_info_risk,4,"Art. 4º, §3º, da LRF",Own,0
2018,dab_info_risk,4,"Art. 4º, §3º, da LRF",Own,0
2019,dab_info_risk,4,"Art. 4º, §3º, da LRF",Own,0
2020,dab_info_risk,4,"Art. 4º, §3º, da LRF",Own,0
2021,dab_info_risk,4,"Art. 4º, §3º, da LRF",Own,0
2022,dab_info_risk,4,"Art. 4º, §3º, da LRF",Own,0
2023,dab_info_risk,4,"Art. 4º, §3º, da LRF",Own,0
1990,dab_class_bud,4,Prática informal + Anexos 4 e 5 da Lei nº 4.320,Giuberti (2012),0
1991,dab_class_bud,4,Prática informal + Anexos 4 e 5 da Lei nº 4.320,Giuberti (2012),0
1992,dab_class_bud,4,Prática informal + Anexos 4 e 5 da Lei nº 4.320,Giuberti (2012),0
1993,dab_class_bud,4,Prática informal + Anexos 4 e 5 da Lei nº 4.320,Giuberti (2012),0
1994,dab_class_bud,4,Prática informal + Anexos 4 e 5 da Lei nº 4.320,Giuberti (2012),0
1995,dab_class_bud,4,Prática informal + Anexos 4 e 5 da Lei nº 4.320,Giuberti (2012),0
1996,dab_class_bud,4,Prática informal + Anexos 4 e 5 da Lei nº 4.320,Giuberti (2012),0
1997,dab_class_bud,4,Prática informal + Anexos 4 e 5 da Lei nº 4.320,Giuberti (2012),0
1998,dab_class_bud,4,Prática informal + Anexos 4 e 5 da Lei nº 4.320,Giuberti (2012),0
1999,dab_class_bud,4,Prática informal + Anexos 4 e 5 da Lei nº 4.320,Giuberti (2012),0
2000,dab_class_bud,4,Prática informal + Anexos 4 e 5 da Lei nº 4.320,Giuberti (2012),0
2001,dab_class_bud,4,Prática informal + Anexos 4 e 5 da Lei nº 4.320,Giuberti (2012),0
2002,dab_class_bud,4,Prática informal + Anexos 4 e 5 da Lei nº 4.320,Giuberti (2012),0
2003,dab_class_bud,4,Prática informal + Anexos 4 e 5 da Lei nº 4.320,Giuberti (2012),0
2004,dab_class_bud,4,Prática informal + Anexos 4 e 5 da Lei nº 4.320,Giuberti (2012),0
2005,dab_class_bud,4,Prática informal + Anexos 4 e 5 da Lei nº 4.320,Giuberti (2012),0
2006,dab_class_bud,4,Prática informal + Anexos 4 e 5 da Lei nº 4.320,Giuberti (2012),0
2007,dab_class_bud,4,Prática informal + Anexos 4 e 5 da Lei nº 4.320,Giuberti (2012),0
2008,dab_class_bud,4,Prática informal + Anexos 4 e 5 da Lei nº 4.320,Giuberti (2012),0
2009,dab_class_bud,4,Prática informal + Anexos 4 e 5 da Lei nº 4.320,Giuberti (2012),0
2010,dab_class_bud,4,Prática informal + Anexos 4 e 5 da Lei nº 4.320,Giuberti (2012),0
2011,dab_class_bud,4,Prática informal + Anexos 4 e 5 da Lei nº 4.320,Own,0
2012,dab_class_bud,4,Prática informal + Anexos 4 e 5 da Lei nº 4.320,Own,0
2013,dab_class_bud,4,Prática informal + Anexos 4 e 5 da Lei nº 4.320,Own,0
2014,dab_class_bud,4,Prática informal + Anexos 4 e 5 da Lei nº 4.320,Own,0
2015,dab_class_bud,4,Prática informal + Anexos 4 e 5 da Lei nº 4.320,Own,0
2016,dab_class_bud,4,Prática informal + Anexos 4 e 5 da Lei nº 4.320,Own,0
2017,dab_class_bud,4,Prática informal + Anexos 4 e 5 da Lei nº 4.320,Own,0
2018,dab_class_bud,4,Prática informal + Anexos 4 e 5 da Lei nº 4.320,Own,0
2019,dab_class_bud,4,Prática informal + Anexos 4 e 5 da Lei nº 4.320,Own,0
2020,dab_class_bud,4,Prática informal + Anexos 4 e 5 da Lei nº 4.320,Own,0
2021,dab_class_bud,4,Prática informal + Anexos 4 e 5 da Lei nº 4.320,Own,0
2022,dab_class_bud,4,Prática informal + Anexos 4 e 5 da Lei nº 4.320,Own,0
2023,dab_class_bud,4,Prática informal + Anexos 4 e 5 da Lei nº 4.320,Own,0
1990,dab_draft_real,2,"Prática informal: adaptação de Giuberti (2012, p. 187)",Giuberti (2012),0
1991,dab_draft_real,2,"Prática informal: adaptação de Giuberti (2012, p. 187)",Giuberti (2012),0
1992,dab_draft_real,2,"Prática informal: adaptação de Giuberti (2012, p. 187)",Giuberti (2012),0
1993,dab_draft_real,2,"Prática informal: adaptação de Giuberti (2012, p. 187)",Giuberti (2012),0
1994,dab_draft_real,2,"Prática informal: adaptação de Giuberti (2012, p. 187)",Giuberti (2012),0
1995,dab_draft_real,2,"Prática informal: adaptação de Giuberti (2012, p. 187)",Giuberti (2012),0
1996,dab_draft_real,2,"Prática informal: adaptação de Giuberti (2012, p. 187)",Giuberti (2012),0
1997,dab_draft_real,2,"Prática informal: adaptação de Giuberti (2012, p. 187)",Giuberti (2012),0
1998,dab_draft_real,2,"Prática informal: adaptação de Giuberti (2012, p. 187)",Giuberti (2012),0
1999,dab_draft_real,4,"Prática informal: adaptação de Giuberti (2012, p. 187)",Giuberti (2012),0
2000,dab_draft_real,4,"Prática informal: adaptação de Giuberti (2012, p. 187)",Giuberti (2012),0
2001,dab_draft_real,4,"Prática informal: adaptação de Giuberti (2012, p. 187)",Giuberti (2012),0
2002,dab_draft_real,4,"Prática informal: adaptação de Giuberti (2012, p. 187)",Giuberti (2012),0
2003,dab_draft_real,4,"Prática informal: adaptação de Giuberti (2012, p. 187)",Giuberti (2012),0
2004,dab_draft_real,4,"Prática informal: adaptação de Giuberti (2012, p. 187)",Giuberti (2012),0
2005,dab_draft_real,4,"Prática informal: adaptação de Giuberti (2012, p. 187)",Giuberti (2012),0
2006,dab_draft_real,4,"Prática informal: adaptação de Giuberti (2012, p. 187)",Giuberti (2012),0
2007,dab_draft_real,4,"Prática informal: adaptação de Giuberti (2012, p. 187)",Giuberti (2012),0
2008,dab_draft_real,4,"Prática informal: adaptação de Giuberti (2012, p. 187)",Giuberti (2012),0
2009,dab_draft_real,4,"Prática informal: adaptação de Giuberti (2012, p. 187)",Giuberti (2012),0
2010,dab_draft_real,4,"Prática informal: adaptação de Giuberti (2012, p. 187)",Giuberti (2012),0
2011,dab_draft_real,4,"Prática informal: adaptação de Giuberti (2012, p. 187)",Own,0
2012,dab_draft_real,4,"Prática informal: adaptação de Giuberti (2012, p. 187)",Own,0
2013,dab_draft_real,4,"Prática informal: adaptação de Giuberti (2012, p. 187)",Own,0
2014,dab_draft_real,4,"Prática informal: adaptação de Giuberti (2012, p. 187)",Own,0
2015,dab_draft_real,4,"Prática informal: adaptação de Giuberti (2012, p. 187)",Own,0
2016,dab_draft_real,4,"Prática informal: adaptação de Giuberti (2012, p. 187)",Own,0
2017,dab_draft_real,4,"Prática informal: adaptação de Giuberti (2012, p. 187)",Own,0
2018,dab_draft_real,4,"Prática informal: adaptação de Giuberti (2012, p. 187)",Own,0
2019,dab_draft_real,4,"Prática informal: adaptação de Giuberti (2012, p. 187)",Own,0
2020,dab_draft_real,4,"Prática informal: adaptação de Giuberti (2012, p. 187)",Own,0
2021,dab_draft_real,4,"Prática informal: adaptação de Giuberti (2012, p. 187)",Own,0
2022,dab_draft_real,4,"Prática informal: adaptação de Giuberti (2012, p. 187)",Own,0
2023,dab_draft_real,4,"Prática informal: adaptação de Giuberti (2012, p. 187)",Own,0
1990,dab_rest_am,2,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
1991,dab_rest_am,2,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
1992,dab_rest_am,2,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
1993,dab_rest_am,2,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
1994,dab_rest_am,2,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
1995,dab_rest_am,2,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
1996,dab_rest_am,2,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
1997,dab_rest_am,2,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
1998,dab_rest_am,2,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
1999,dab_rest_am,2,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
2000,dab_rest_am,2,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
2001,dab_rest_am,2,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
2002,dab_rest_am,2,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
2003,dab_rest_am,2,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
2004,dab_rest_am,2,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
2005,dab_rest_am,2,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
2006,dab_rest_am,2,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
2007,dab_rest_am,2,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
2008,dab_rest_am,2,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
2009,dab_rest_am,2,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
2010,dab_rest_am,2,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
2011,dab_rest_am,2,"Art. 166, §3º, II, da CF88",Own,0
2012,dab_rest_am,2,"Art. 166, §3º, II, da CF88",Own,0
2013,dab_rest_am,2,"Art. 166, §3º, II, da CF88",Own,0
2014,dab_rest_am,2,"Art. 166, §3º, II, da CF88",Own,0
2015,dab_rest_am,2,"Art. 166, §3º, II, da CF88",Own,0
2016,dab_rest_am,2,"Art. 166, §3º, II, da CF88",Own,0
2017,dab_rest_am,2,"Art. 166, §3º, II, da CF88",Own,0
2018,dab_rest_am,2,"Art. 166, §3º, II, da CF88",Own,0
2019,dab_rest_am,2,"Art. 166, §3º, II, da CF88",Own,0
2020,dab_rest_am,2,"Art. 166, §3º, II, da CF88",Own,0
2021,dab_rest_am,2,"Art. 166, §3º, II, da CF88",Own,0
2022,dab_rest_am,2,"Art. 166, §3º, II, da CF88",Own,0
2023,dab_rest_am,2,"Art. 166, §3º, II, da CF88",Own,0
1990,dab_td_app,0,Sem instituição,Giuberti (2012),0
1991,dab_td_app,2,Resolução nº 1/1991-CN,Giuberti (2012),0
1992,dab_td_app,2,Resolução nº 1/1991-CN,Giuberti (2012),0
1993,dab_td_app,2,Resolução nº 1/1991-CN,Giuberti (2012),0
1994,dab_td_app,2,Resolução nº 1/1991-CN,Giuberti (2012),0
1995,dab_td_app,2,Resolução nº 1/1991-CN,Giuberti (2012),0
1996,dab_td_app,2,Resolução nº 1/1991-CN,Giuberti (2012),0
1997,dab_td_app,2,Resolução nº 1/1991-CN,Giuberti (2012),0
1998,dab_td_app,2,Resolução nº 1/1991-CN,Giuberti (2012),0
1999,dab_td_app,2,Resolução nº 1/1991-CN,Giuberti (2012),0
2000,dab_td_app,2,Resolução nº 1/1991-CN,Giuberti (2012),0
2001,dab_td_app,2,Resolução nº 1/1991-CN,Giuberti (2012),0
2002,dab_td_app,2,Resolução nº 1/2001-CN,Giuberti (2012),0
2003,dab_td_app,2,Resolução nº 1/2001-CN,Giuberti (2012),0
2004,dab_td_app,2,Resolução nº 1/2001-CN,Giuberti (2012),0
2005,dab_td_app,2,Resolução nº 1/2001-CN,Giuberti (2012),0
2006,dab_td_app,2,Resolução nº 1/2001-CN,Own,0
2007,dab_td_app,2,Resolução nº 1/2006-CN,Own,0
2008,dab_td_app,4,Resolução nº 1/2006-CN,Giuberti (2012),0
2009,dab_td_app,4,Resolução nº 1/2006-CN,Giuberti (2012),0
2010,dab_td_app,4,Resolução nº 1/2006-CN,Giuberti (2012),0
2011,dab_td_app,4,Resolução nº 1/2006-CN,Own,0
2012,dab_td_app,4,Resolução nº 1/2006-CN,Own,0
2013,dab_td_app,4,Resolução nº 1/2006-CN,Own,0
2014,dab_td_app,4,Resolução nº 1/2006-CN,Own,0
2015,dab_td_app,4,Resolução nº 1/2006-CN,Own,0
